Department,JobRole,OverTime,JobSatisfaction,EnvironmentSatisfaction,Age_Group,Tenure_Group,Total_Employees,Attrition_Count,Attrition_Rate_Pct,AVG_Salary,Avg_Commute,Avg_Years_With_Manager,Avg_Training_Hours
Sales,Sales Executive,false,1,3,Under 30,6+ Veterans,1,0,0.0,4294.0,1.0,7.0,2.0
Sales,Sales Executive,false,2,4,30 to 50,6+ Veterans,5,0,0.0,6580.4,3.0,6.6,2.8
Sales,Sales Executive,false,1,1,Over 50,0-2 New Hires,1,0,0.0,5405.0,16.0,2.0,1.0
Sales,Sales Executive,true,2,4,30 to 50,3-5 Mid-Tenure,1,1,100.0,9094.0,25.0,0.0,2.0
Sales,Sales Executive,false,4,3,30 to 50,3-5 Mid-Tenure,3,0,0.0,6131.67,11.7,2.0,3.3
Sales,Sales Executive,false,1,3,30 to 50,3-5 Mid-Tenure,4,0,0.0,5409.5,13.5,2.5,2.5
Sales,Sales Executive,true,4,2,30 to 50,0-2 New Hires,2,0,0.0,5974.0,7.5,0.0,2.5
Sales,Sales Executive,false,3,1,30 to 50,3-5 Mid-Tenure,4,1,25.0,6071.75,9.0,2.5,2.3
Sales,Sales Executive,false,2,3,30 to 50,3-5 Mid-Tenure,4,0,0.0,7022.0,14.3,3.5,3.0
Sales,Sales Executive,false,2,1,Under 30,0-2 New Hires,1,0,0.0,6644.0,2.0,0.0,2.0
Sales,Sales Executive,false,3,2,Under 30,6+ Veterans,1,0,0.0,5561.0,3.0,2.0,5.0
Sales,Sales Executive,true,1,2,30 to 50,0-2 New Hires,1,1,100.0,6134.0,13.0,2.0,3.0
Sales,Sales Executive,true,4,1,Over 50,3-5 Mid-Tenure,1,0,0.0,10934.0,7.0,4.0,3.0
Sales,Sales Executive,false,4,2,Under 30,6+ Veterans,4,1,25.0,6341.0,9.8,6.5,3.0
Sales,Sales Executive,true,1,4,30 to 50,6+ Veterans,2,1,50.0,10028.5,4.5,9.5,2.0
Sales,Sales Executive,false,2,2,30 to 50,0-2 New Hires,3,0,0.0,6812.67,10.0,1.3,2.7
Sales,Sales Executive,true,4,3,Under 30,0-2 New Hires,1,0,0.0,4157.0,23.0,0.0,2.0
Sales,Sales Executive,false,1,3,Over 50,6+ Veterans,2,0,0.0,11739.0,17.0,9.0,2.5
Sales,Sales Executive,false,3,3,Under 30,3-5 Mid-Tenure,1,0,0.0,5869.0,10.0,4.0,2.0
Sales,Sales Executive,true,4,4,Under 30,6+ Veterans,3,1,33.33,5414.67,5.7,4.0,2.0
Sales,Sales Executive,false,4,3,Over 50,6+ Veterans,3,1,33.33,5089.0,6.3,5.0,2.3
Sales,Sales Executive,true,4,3,30 to 50,3-5 Mid-Tenure,4,0,0.0,7758.25,8.5,2.3,2.3
Sales,Sales Executive,true,2,1,30 to 50,3-5 Mid-Tenure,1,0,0.0,9278.0,3.0,1.0,3.0
Sales,Sales Executive,false,1,4,30 to 50,6+ Veterans,3,1,33.33,6675.0,9.0,6.3,2.3
Sales,Sales Executive,false,3,4,30 to 50,3-5 Mid-Tenure,3,1,33.33,6389.0,16.7,1.7,2.3
Sales,Sales Executive,false,3,4,Over 50,6+ Veterans,1,0,0.0,13872.0,10.0,8.0,1.0
Sales,Sales Executive,false,1,4,Under 30,6+ Veterans,1,1,100.0,7336.0,23.0,10.0,3.0
Sales,Sales Executive,false,1,4,Under 30,3-5 Mid-Tenure,2,1,50.0,6894.5,6.5,2.5,3.0
Sales,Sales Executive,false,1,1,30 to 50,3-5 Mid-Tenure,2,1,50.0,7480.5,11.5,2.0,3.0
Sales,Sales Executive,false,4,3,30 to 50,6+ Veterans,7,2,28.57,8512.57,8.7,7.1,2.7
Sales,Sales Executive,false,1,4,30 to 50,3-5 Mid-Tenure,4,0,0.0,4780.75,7.5,2.5,2.5
Sales,Sales Executive,false,2,2,Under 30,6+ Veterans,1,0,0.0,6214.0,8.0,7.0,3.0
Sales,Sales Executive,true,2,3,30 to 50,6+ Veterans,2,0,0.0,5218.5,6.0,8.0,3.0
Sales,Sales Executive,false,4,4,30 to 50,6+ Veterans,14,1,7.14,6639.93,7.3,7.8,2.7
Sales,Sales Executive,true,2,2,Under 30,6+ Veterans,1,0,0.0,4779.0,2.0,5.0,2.0
Sales,Sales Executive,true,3,3,30 to 50,6+ Veterans,4,1,25.0,8439.0,11.3,4.8,3.3
Sales,Sales Executive,false,3,2,Under 30,3-5 Mid-Tenure,1,0,0.0,4221.0,4.0,4.0,3.0
Sales,Sales Executive,false,4,4,30 to 50,3-5 Mid-Tenure,3,0,0.0,6226.33,9.7,3.0,2.3
Sales,Sales Executive,true,3,3,30 to 50,3-5 Mid-Tenure,1,0,0.0,4591.0,14.0,2.0,4.0
Sales,Sales Executive,true,4,4,30 to 50,0-2 New Hires,1,0,0.0,6694.0,10.0,0.0,5.0
Sales,Sales Executive,true,3,4,Under 30,3-5 Mid-Tenure,3,0,0.0,4300.0,5.3,3.3,2.7
Sales,Sales Executive,true,4,1,30 to 50,0-2 New Hires,1,1,100.0,5440.0,15.0,2.0,2.0
Sales,Sales Executive,true,1,1,30 to 50,0-2 New Hires,1,1,100.0,8564.0,16.0,0.0,2.0
Sales,Sales Executive,false,1,1,30 to 50,6+ Veterans,6,0,0.0,6557.67,9.0,7.3,3.3
Sales,Sales Executive,false,1,1,Over 50,6+ Veterans,1,0,0.0,7637.0,25.0,9.0,3.0
Sales,Sales Executive,false,3,2,30 to 50,6+ Veterans,11,1,9.09,5605.27,8.6,5.7,2.5
Sales,Sales Executive,true,2,3,30 to 50,3-5 Mid-Tenure,1,0,0.0,4078.0,2.0,2.0,3.0
Sales,Sales Executive,false,2,3,Over 50,6+ Veterans,1,0,0.0,7525.0,2.0,12.0,2.0
Sales,Sales Executive,false,3,1,Under 30,0-2 New Hires,3,1,33.33,5840.67,20.0,0.7,3.7
Sales,Sales Executive,false,2,4,30 to 50,0-2 New Hires,1,0,0.0,7351.0,2.0,0.0,2.0
Sales,Sales Executive,true,3,1,Under 30,3-5 Mid-Tenure,1,0,0.0,4907.0,8.0,4.0,3.0
Sales,Sales Representative,false,1,3,30 to 50,3-5 Mid-Tenure,1,1,100.0,3407.0,9.0,3.0,4.0
Sales,Sales Representative,false,1,3,Under 30,3-5 Mid-Tenure,1,1,100.0,3041.0,2.0,2.0,3.0
Sales,Sales Representative,true,3,4,Under 30,0-2 New Hires,1,1,100.0,1675.0,22.0,0.0,2.0
Sales,Sales Representative,true,3,1,30 to 50,3-5 Mid-Tenure,1,1,100.0,2683.0,3.0,2.0,2.0
Sales,Sales Representative,false,3,2,30 to 50,3-5 Mid-Tenure,1,0,0.0,2430.0,28.0,2.0,5.0
Sales,Sales Representative,true,2,3,Under 30,0-2 New Hires,1,1,100.0,2413.0,19.0,0.0,2.0
Sales,Sales Representative,false,2,2,Under 30,0-2 New Hires,3,2,66.67,2765.0,6.3,0.7,3.0
Sales,Sales Representative,true,4,4,30 to 50,3-5 Mid-Tenure,1,0,0.0,3294.0,2.0,2.0,3.0
Sales,Sales Representative,false,3,2,30 to 50,6+ Veterans,2,0,0.0,4480.5,4.5,1.5,2.5
Sales,Sales Representative,false,4,2,30 to 50,0-2 New Hires,2,1,50.0,1711.5,8.5,1.0,2.5
Sales,Sales Representative,true,4,4,Under 30,0-2 New Hires,1,1,100.0,2323.0,9.0,2.0,3.0
Sales,Sales Representative,false,3,1,30 to 50,0-2 New Hires,1,0,0.0,3067.0,2.0,2.0,1.0
Sales,Sales Representative,true,3,4,30 to 50,0-2 New Hires,1,1,100.0,2851.0,5.0,0.0,2.0
Sales,Sales Representative,false,4,3,Under 30,3-5 Mid-Tenure,1,0,0.0,2157.0,20.0,2.0,5.0
Sales,Sales Representative,false,3,4,Under 30,0-2 New Hires,1,0,0.0,1200.0,10.0,0.0,2.0
Sales,Sales Representative,true,4,3,Under 30,0-2 New Hires,1,1,100.0,1118.0,24.0,0.0,4.0
Sales,Sales Representative,false,1,1,30 to 50,0-2 New Hires,1,0,0.0,2858.0,1.0,0.0,3.0
Sales,Sales Representative,false,2,3,30 to 50,0-2 New Hires,1,0,0.0,2476.0,2.0,0.0,3.0
Sales,Sales Representative,true,2,4,Under 30,0-2 New Hires,1,1,100.0,2121.0,21.0,0.0,3.0
Sales,Sales Representative,false,4,1,30 to 50,6+ Veterans,1,0,0.0,2793.0,4.0,8.0,2.0
Sales,Sales Representative,false,4,1,30 to 50,3-5 Mid-Tenure,1,0,0.0,2572.0,8.0,2.0,1.0
Sales,Sales Representative,false,1,3,Under 30,0-2 New Hires,3,2,66.67,1912.67,9.0,0.0,3.7
Sales,Sales Representative,false,2,4,30 to 50,0-2 New Hires,2,0,0.0,3332.0,6.5,2.0,3.5
Sales,Sales Representative,false,3,3,Under 30,0-2 New Hires,3,1,33.33,2489.67,4.7,1.3,4.0
Sales,Sales Representative,true,3,3,30 to 50,6+ Veterans,1,0,0.0,2579.0,14.0,6.0,3.0
Sales,Sales Representative,true,2,2,30 to 50,3-5 Mid-Tenure,1,1,100.0,3140.0,20.0,2.0,5.0
Sales,Sales Representative,true,3,2,Over 50,6+ Veterans,1,0,0.0,2306.0,6.0,5.0,3.0
Sales,Sales Representative,false,2,4,30 to 50,3-5 Mid-Tenure,1,0,0.0,2983.0,7.0,2.0,3.0
Sales,Sales Representative,false,3,3,Under 30,3-5 Mid-Tenure,1,0,0.0,3447.0,22.0,2.0,2.0
Sales,Sales Representative,false,4,3,30 to 50,0-2 New Hires,2,1,50.0,2788.0,11.0,1.0,3.5
Sales,Sales Representative,false,3,1,Under 30,3-5 Mid-Tenure,1,1,100.0,2909.0,1.0,2.0,3.0
Sales,Sales Representative,true,4,3,30 to 50,3-5 Mid-Tenure,1,0,0.0,2644.0,2.0,2.0,3.0
Sales,Sales Representative,false,1,3,30 to 50,0-2 New Hires,1,0,0.0,2827.0,2.0,0.0,3.0
Sales,Sales Representative,true,3,2,30 to 50,6+ Veterans,1,0,0.0,2308.0,7.0,7.0,4.0
Sales,Sales Representative,false,2,2,30 to 50,0-2 New Hires,2,0,0.0,2584.0,5.0,2.0,2.5
Sales,Sales Representative,true,1,3,Under 30,0-2 New Hires,1,0,0.0,2380.0,5.0,2.0,6.0
Sales,Sales Representative,true,4,2,30 to 50,3-5 Mid-Tenure,1,0,0.0,5405.0,2.0,3.0,4.0
Sales,Sales Representative,false,4,3,30 to 50,6+ Veterans,1,0,0.0,4502.0,2.0,7.0,2.0
Sales,Sales Representative,true,3,2,Under 30,3-5 Mid-Tenure,1,1,100.0,2800.0,1.0,2.0,3.0
Sales,Sales Representative,true,4,3,Under 30,3-5 Mid-Tenure,1,1,100.0,2275.0,7.0,2.0,2.0
Sales,Sales Representative,false,2,3,30 to 50,3-5 Mid-Tenure,1,0,0.0,3931.0,4.0,2.0,5.0
Sales,Sales Representative,false,4,1,Under 30,3-5 Mid-Tenure,1,0,0.0,2610.0,9.0,2.0,3.0
Sales,Sales Representative,false,3,4,Under 30,3-5 Mid-Tenure,1,0,0.0,2966.0,5.0,0.0,2.0
Sales,Sales Representative,false,1,2,30 to 50,0-2 New Hires,1,1,100.0,2033.0,12.0,0.0,2.0
Sales,Sales Representative,false,4,3,30 to 50,3-5 Mid-Tenure,1,0,0.0,2973.0,21.0,0.0,3.0
Sales,Sales Representative,false,4,3,Under 30,0-2 New Hires,2,0,0.0,2606.0,16.0,1.0,3.0
Sales,Sales Representative,false,3,4,30 to 50,0-2 New Hires,2,1,50.0,2377.5,6.5,0.0,3.0
Sales,Sales Representative,true,2,1,Under 30,3-5 Mid-Tenure,2,2,100.0,2688.0,1.0,3.0,3.5
Sales,Sales Representative,false,4,4,Under 30,0-2 New Hires,1,0,0.0,2400.0,24.0,1.0,3.0
Sales,Sales Representative,false,3,2,30 to 50,0-2 New Hires,2,1,50.0,2167.5,2.5,0.0,3.0
Sales,Sales Representative,true,4,2,Under 30,0-2 New Hires,1,1,100.0,1569.0,3.0,0.0,2.0
Sales,Sales Representative,true,3,4,30 to 50,6+ Veterans,1,1,100.0,2655.0,7.0,7.0,3.0
Sales,Sales Representative,true,2,2,Under 30,0-2 New Hires,1,1,100.0,1878.0,5.0,0.0,3.0
Sales,Sales Representative,false,3,3,30 to 50,3-5 Mid-Tenure,1,0,0.0,2231.0,2.0,2.0,3.0
Sales,Sales Representative,false,4,1,Over 50,6+ Veterans,1,0,0.0,3482.0,29.0,0.0,3.0
Sales,Sales Representative,false,4,4,30 to 50,0-2 New Hires,2,1,50.0,2050.0,3.5,1.0,4.5
Sales,Sales Representative,false,2,3,Under 30,0-2 New Hires,1,1,100.0,2716.0,12.0,0.0,0.0
Sales,Sales Representative,false,2,4,Under 30,0-2 New Hires,3,0,0.0,1794.0,11.0,0.7,3.0
Sales,Sales Representative,true,2,4,30 to 50,3-5 Mid-Tenure,1,1,100.0,2302.0,1.0,2.0,2.0
Sales,Sales Representative,false,1,4,Under 30,0-2 New Hires,2,1,50.0,2259.0,9.0,1.0,3.0
Sales,Sales Representative,false,3,2,Under 30,6+ Veterans,2,0,0.0,2818.0,18.0,7.0,3.0
Sales,Sales Representative,true,3,3,30 to 50,0-2 New Hires,1,0,0.0,2220.0,10.0,0.0,2.0
Sales,Sales Representative,false,1,1,Under 30,3-5 Mid-Tenure,1,1,100.0,4400.0,9.0,2.0,2.0
